,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
472,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
12927,SNES,1993,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05
12945,GEN,1993,Platform,Sega,0.0,0.0,0.05,0.0,0.05
12956,SNES,1993,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05
1729,SNES,1993,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17
9461,SNES,1993,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13
5174,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
1751,SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
5799,SNES,1993,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
4363,SNES,1993,Fighting,Takara,0.0,0.0,0.45,0.0,0.45
12084,NG,1993,Fighting,SNK,0.0,0.0,0.07,0.0,0.07
9196,NG,1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14
11127,SNES,1993,Shooter,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
12109,SNES,1993,Action,Titus,0.0,0.0,0.07,0.0,0.07
12065,GEN,1993,Action,Capcom,0.0,0.0,0.07,0.0,0.07
1010,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
2033,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02
1777,SNES,1993,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15
1009,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
13971,SAT,1994,Fighting,Sunsoft,0.0,0.0,0.04,0.0,0.04
8100,SNES,1994,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
1393,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39
8124,SAT,1994,Racing,Sega,0.0,0.0,0.18,0.0,0.18
1372,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
4767,SNES,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41
3781,SNES,1994,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
6368,SNES,1994,Simulation,Hect,0.0,0.0,0.27,0.0,0.27
6473,GEN,1994,Racing,Sega,0.0,0.0,0.26,0.0,0.26
4815,SNES,1994,Fighting,Takara,0.0,0.0,0.4,0.0,0.4
4960,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
7535,SNES,1994,Racing,BPS,0.0,0.0,0.2,0.0,0.2
14093,GEN,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
10672,PS,1994,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1
3636,SAT,1994,Racing,Sega,0.0,0.0,0.55,0.0,0.55
5817,SNES,1994,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
13716,SAT,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04
5868,SAT,1994,Sports,Sega,0.0,0.0,0.3,0.0,0.3
15255,SNES,1994,Fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02
14034,GEN,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04
11087,SAT,1994,Platform,Sega,0.0,0.0,0.09,0.0,0.09
15256,SAT,1994,Sports,Sega,0.0,0.0,0.02,0.0,0.02
521,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
7553,NG,1994,Fighting,SNK,0.0,0.0,0.2,0.0,0.2
1567,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
1360,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
653,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.39
3505,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
3609,SNES,1994,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
5881,SNES,1994,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0,0.3
1458,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34
455,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
6681,NG,1994,Fighting,SNK,0.0,0.0,0.25,0.0,0.25
5014,PS,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5173,SNES,1994,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36
7962,SNES,1994,Strategy,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
6229,SAT,1994,Simulation,Sega,0.0,0.0,0.28,0.0,0.28
2938,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7
806,PC,1994,Strategy,Activision,0.89,1.08,0.0,0.11,2.08
5494,SNES,1994,Sports,Hudson Soft,0.0,0.0,0.33,0.0,0.33
10089,PS,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11
2289,SNES,1994,Simulation,Hudson Soft,0.0,0.0,0.91,0.0,0.91
11882,SNES,1994,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
6631,SAT,1994,Shooter,Acclaim Entertainment,0.0,0.0,0.25,0.0,0.25
184,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19
11835,SNES,1994,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07
4293,SNES,1994,Shooter,Taito,0.0,0.0,0.46,0.0,0.46
7947,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0.0,0.01,0.19
5252,SNES,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36
12971,SCD,1994,Misc,Sega,0.0,0.0,0.05,0.0,0.05
1841,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11
11751,SCD,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
7648,PC,1994,Action,Electronic Arts,0.02,0.15,0.0,0.02,0.2
7647,SAT,1994,Shooter,Sega,0.0,0.0,0.2,0.0,0.2
11738,SAT,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
15999,PC,1994,Fighting,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.01
14996,3DO,1994,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02
14997,Wii,1994,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02
14998,PSP,1994,Misc,Unknown,0.02,0.0,0.0,0.0,0.02
11670,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08
14999,Wii,1994,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02
5217,SNES,1994,Role-Playing,Laguna,0.0,0.0,0.36,0.0,0.36
6641,PS,1994,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25
10036,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
11640,GEN,1994,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08
2906,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7
4388,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45
5672,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32
2634,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
9844,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12
12351,SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06
2601,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79
4522,SNES,1994,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43
9899,SAT,1994,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
874,PC,1994,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95
2550,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81
2537,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81
2534,SNES,1994,Adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
12538,SAT,1994,Sports,Sega,0.0,0.0,0.06,0.0,0.06
12263,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06
8639,SNES,1994,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16
9919,SNES,1994,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12
12570,SCD,1994,Role-Playing,Sega,0.0,0.0,0.06,0.0,0.06
71,SNES,1994,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3
952,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82
6117,SNES,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28
968,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
9985,SAT,1994,Fighting,JVC,0.0,0.0,0.12,0.0,0.12
991,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
14898,SNES,1994,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
12078,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07
2379,SNES,1994,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87
12761,SAT,1994,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06
9717,NG,1994,Fighting,SNK,0.0,0.0,0.12,0.0,0.12
14661,SNES,1994,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
6002,SNES,1994,Misc,Enix Corporation,0.0,0.0,0.29,0.0,0.29
3812,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53
13141,SNES,1994,Misc,Vap,0.0,0.0,0.05,0.0,0.05
305,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
3435,SNES,1994,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59
14218,SNES,1994,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03
5115,SNES,1994,Sports,Human Entertainment,0.0,0.0,0.37,0.0,0.37
5147,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37
7045,NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23
1221,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53
11281,SAT,1994,Simulation,Electronic Arts,0.0,0.0,0.08,0.0,0.08
14230,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
5142,SNES,1994,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37
5533,PS,1994,Shooter,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33
6308,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
5101,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
353,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
11439,PS,1994,Role-Playing,From Software,0.0,0.0,0.08,0.01,0.08
10354,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
13243,SAT,1994,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
9014,SCD,1994,Strategy,Sega,0.0,0.0,0.14,0.0,0.14
1923,SAT,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07
389,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42
11541,GEN,1994,Fighting,Sega,0.0,0.0,0.08,0.0,0.08
14416,GEN,1994,Misc,Sega,0.0,0.0,0.03,0.0,0.03
15687,SNES,1994,Sports,Misawa,0.0,0.0,0.02,0.0,0.02
9004,GEN,1994,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14
5166,SNES,1994,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36
10309,NES,1994,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11
13452,SCD,1994,Misc,Sega,0.0,0.0,0.04,0.0,0.05
10512,PS,1995,Fighting,Atlus,0.0,0.0,0.1,0.01,0.1
670,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
14691,SAT,1995,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
9536,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13
8392,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17
10378,PS,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
9978,PS,1995,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
10416,PS,1995,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11
888,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93
10420,SNES,1995,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.1
1521,SNES,1995,Role-Playing,SquareSoft,0.0,0.0,1.29,0.01,1.3
10004,SAT,1995,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10404,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
14741,SAT,1995,Shooter,Taito,0.0,0.0,0.03,0.0,0.03
10680,SAT,1995,Misc,Jaleco,0.0,0.0,0.1,0.0,0.1
688,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31
15314,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
10408,SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5842,PS,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
9546,SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,0.13,0.0,0.13
14787,PS,1995,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03
4765,SNES,1995,Puzzle,Nintendo,0.0,0.0,0.41,0.0,0.41
14756,PS,1995,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03
10746,SNES,1995,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
10384,SAT,1995,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
10495,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
14226,PS,1995,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03
9765,SAT,1995,Misc,Sega,0.0,0.0,0.12,0.0,0.12
10684,SNES,1995,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1
950,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
14904,PS,1995,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03
4379,PS,1995,Action,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45
5632,GB,1995,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32
4165,PS,1995,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47
9460,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
14523,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03
1188,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56
9669,SAT,1995,Racing,Atlus,0.0,0.0,0.12,0.0,0.12
14512,SNES,1995,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03
5640,PS,1995,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32
8235,PS,1995,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17
7294,SAT,1995,Sports,Sega,0.0,0.0,0.22,0.0,0.22
14502,SNES,1995,Misc,Taito,0.0,0.0,0.03,0.0,0.03
3985,PS,1995,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5
4855,SNES,1995,Role-Playing,ChunSoft,0.0,0.0,0.4,0.0,0.4
9640,SAT,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
7385,SNES,1995,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
9468,PS,1995,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
14429,NG,1995,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03
4205,SNES,1995,Misc,Hudson Soft,0.0,0.0,0.47,0.0,0.47
4670,SAT,1995,Fighting,Sega,0.0,0.0,0.42,0.0,0.42
10588,SAT,1995,Shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0,0.1
5828,GB,1995,Misc,Nintendo,0.0,0.0,0.3,0.0,0.3
4160,SNES,1995,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47
5645,SAT,1995,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0,0.32
10352,PS,1995,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11
4380,X360,1995,Action,Konami Digital Entertainment,0.25,0.16,0.0,0.04,0.45
14927,SAT,1995,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02
5745,SAT,1995,Shooter,Sega,0.0,0.0,0.31,0.0,0.31
4373,PS,1995,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45
5707,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
8352,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17
5714,SNES,1995,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
4699,SAT,1995,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41
9605,PS,1995,Sports,U.S. Gold,0.07,0.05,0.0,0.01,0.13
14337,SAT,1995,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
4322,SNES,1995,Sports,Epoch,0.0,0.0,0.45,0.0,0.45
4821,SAT,1995,Fighting,Sega,0.0,0.0,0.4,0.0,0.4
4634,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
10537,PS,1995,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1
4303,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46
10336,PS,1995,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.11
10142,SAT,1995,Misc,Sega,0.0,0.0,0.11,0.0,0.11
14566,SNES,1995,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03
4074,SNES,1995,Simulation,THQ,0.0,0.0,0.49,0.0,0.49
12385,SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06
11505,NG,1995,Fighting,SNK,0.0,0.0,0.08,0.0,0.08
11355,PS,1995,Fighting,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.08
1934,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
3372,SNES,1995,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6
12760,SNES,1995,Platform,Epoch,0.0,0.0,0.06,0.0,0.06
2376,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87
2887,SNES,1995,Role-Playing,Quest,0.0,0.0,0.71,0.0,0.71
8852,SAT,1995,Sports,Sega,0.0,0.0,0.15,0.0,0.15
3352,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6
3443,PS,1995,Simulation,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.58
13331,PS,1995,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05
5972,SAT,1995,Role-Playing,Sega,0.0,0.0,0.29,0.0,0.29
2890,PS,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
11440,PS,1995,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08
13270,PS,1995,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05
13255,SNES,1995,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05
2353,SNES,1995,Role-Playing,SquareSoft,0.0,0.0,0.89,0.0,0.89
12792,SAT,1995,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06
8875,SNES,1995,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15
5116,SAT,1995,Shooter,Sega,0.0,0.0,0.37,0.0,0.37
12799,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
11269,SAT,1995,Misc,Sega,0.0,0.0,0.08,0.0,0.08
11254,SAT,1995,Simulation,Micro Cabin,0.0,0.0,0.08,0.0,0.08
6196,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28
426,SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
6363,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27
3520,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
422,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
13545,SNES,1995,Platform,Banpresto,0.0,0.0,0.04,0.0,0.04
415,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
6922,PS,1995,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24
12075,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
2446,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85
12107,SAT,1995,Misc,Seta Corporation,0.0,0.0,0.07,0.0,0.07
11237,PS,1995,Action,Interplay,0.05,0.03,0.0,0.01,0.09
1840,PS,1995,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11
5048,SNES,1995,Strategy,Banpresto,0.0,0.0,0.38,0.0,0.38
9162,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
12723,PS,1995,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06
13469,SAT,1995,Misc,Sega,0.0,0.0,0.04,0.0,0.04
13458,PS,1995,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.04
12125,PS,1995,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07
5009,SAT,1995,Role-Playing,Atlus,0.0,0.0,0.38,0.0,0.38
317,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
5289,SNES,1995,Action,Laguna,0.04,0.01,0.3,0.0,0.35
8980,SAT,1995,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
11585,PS,1995,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08
12903,SNES,1995,Adventure,Pack-In-Video,0.0,0.0,0.05,0.0,0.05
187,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15
13121,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
11619,SAT,1995,Strategy,Sega,0.0,0.0,0.08,0.0,0.08
12919,PS,1995,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05
6803,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24
267,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21
13089,SAT,1995,Misc,Sega,0.0,0.0,0.05,0.0,0.05
7952,SAT,1995,Misc,Seta Corporation,0.0,0.0,0.19,0.0,0.19
15975,PC,1995,Misc,Vivendi Games,0.01,0.0,0.0,0.0,0.02
11675,PS,1995,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08
11677,SAT,1995,Strategy,Glams,0.0,0.0,0.08,0.0,0.08
11812,SAT,1995,Racing,Sega,0.0,0.0,0.07,0.0,0.07
6260,SNES,1995,Misc,Nichibutsu,0.0,0.0,0.28,0.0,0.28
11740,PS,1995,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
11794,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07
13088,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05
13235,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05
13169,SAT,1995,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
11874,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
3271,GB,1995,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62
7681,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2
13222,PS,1995,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
2046,SNES,1995,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02,1.01
13219,SNES,1995,Misc,Takara,0.0,0.0,0.05,0.0,0.05
13218,SNES,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13891,PS,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04
2302,PS,1995,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9
8987,PS,1995,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15
6784,PS,1995,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.24
2068,PS,1995,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0
11529,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08
3238,XB,1995,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62
282,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
3237,SAT,1995,Shooter,Sega,0.0,0.0,0.62,0.0,0.62
8564,SNES,1995,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
7021,SAT,1995,Fighting,Sega,0.0,0.0,0.23,0.0,0.23
7920,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.19
11528,PS,1995,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08
9207,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
5245,PS,1995,Fighting,New,0.0,0.0,0.33,0.02,0.36
1771,SNES,1995,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15
9256,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
12439,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06
9257,SAT,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14
5569,PS,1995,Fighting,Tomy Corporation,0.0,0.0,0.3,0.02,0.33
4874,SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4
7464,SAT,1995,Fighting,Acclaim Entertainment,0.0,0.0,0.21,0.0,0.21
7837,SAT,1995,Simulation,Sega,0.0,0.0,0.19,0.0,0.19
6139,SAT,1995,Fighting,SNK Playmore,0.0,0.0,0.28,0.0,0.28
13735,SNES,1995,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04
7512,SNES,1995,Strategy,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2
11047,SNES,1995,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0,0.09
6115,SNES,1995,Fighting,Human Entertainment,0.0,0.0,0.28,0.0,0.28
13722,SNES,1995,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.04
12592,SAT,1995,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06
13837,SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04
10875,PS,1995,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09
13704,PS,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04
10897,SAT,1995,Misc,Sega,0.0,0.0,0.09,0.0,0.09
13802,PS,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.04
6714,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25
8460,SAT,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17
15479,3DO,1995,Simulation,Imageworks,0.0,0.0,0.02,0.0,0.02
9365,PS,1995,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13
12585,PS,1995,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06
